IDENTIFIER,DESCRIPTION,CATEGORY OF SERVICE,CHARGE AMOUNT
2022837,HC CATH/EP FEM/POPL REVAS W/ATHER,Cardiology - Cardiac Cath Lab,"$17,663.31 "
2022838,HC CATH/EP FEM/POPL REVASC W/STENT,Cardiology - Cardiac Cath Lab,"$14,597.83 "
2022839,HC CATH/EP TIB/PER REVASC W/TLA,Cardiology - Cardiac Cath Lab,"$15,926.41 "
2022840,HC CATH/EP TIB/PER REVASC W/ATHER,Cardiology - Cardiac Cath Lab,"$14,558.15 "
2022841,HC CATH/EP TIB/PER REVASC W/STENT,Cardiology - Cardiac Cath Lab,"$14,558.15 "
2022842,HC CATH/EP TIB/PER REVSC STNT&ATHER,Cardiology - Cardiac Cath Lab,"$74,271.65 "
2022843,HC CATH/EP TIB/PER REVASC ADD-ON,Cardiology - Cardiac Cath Lab,"$7,041.00 "
2022848,HC CATH/EP RIGHT HEART CATH,Cardiology - Cardiac Cath Lab,"$26,108.42 "
2022849,HC CATH/EP L HRT CATH W/VENTGRPHY,Cardiology - Cardiac Cath Lab,"$28,719.52 "
2022850,HC CATH/EP R&L HRT CATH W/VENTGRPHY,Cardiology - Cardiac Cath Lab,"$37,595.97 "
2022851,HC CATH/EP CORONARY ART ANGIO S&I,Cardiology - Cardiac Cath Lab,"$20,815.06 "
2022852,HC CATH/EP CORO ART/GRFT ANGIO S&I,Cardiology - Cardiac Cath Lab,"$24,246.62 "
2022853,HC CATH/EP R HRT CORONARY ART ANGIO,Cardiology - Cardiac Cath Lab,"$27,152.86 "
2022854,HC CATH/EP R HRT ART/GRFT ANGIO,Cardiology - Cardiac Cath Lab,"$30,808.40 "
2022855,HC CATH/EP L HRT ART/VENTRCLE ANGIO,Cardiology - Cardiac Cath Lab,"$26,108.42 "
2022856,HC CATH/EP L HRT ART/GRFT ANGIO,Cardiology - Cardiac Cath Lab,"$28,719.52 "
2022857,HC CATH/EP R&L HRT ART/VENT ANGIO,Cardiology - Cardiac Cath Lab,"$30,808.40 "
2022858,HC CATH/EP R&L HRT ART/VENT ANGIO,Cardiology - Cardiac Cath Lab,"$34,984.87 "
2022859,HC CATH/EP L HRT CATH TRNSPTL PUNC,Cardiology - Cardiac Cath Lab,"$10,930.72 "
2022860,HC CATH/EP DRUG ADMN&HEMODYMIC MEAS,Cardiology - Cardiac Cath Lab,"$4,246.87 "
2022862,HC CATH/EP P INJ CONG CARD CATH,Cardiology - Cardiac Cath Lab,"$9,108.12 "
2022864,HC CATH/EP INJ L VENT/ATRIAL ANG,Cardiology - Cardiac Cath Lab,"$7,157.48 "
2022865,HC CATH/EP INJ R VENT/ATRIAL ANG,Cardiology - Cardiac Cath Lab,"$7,157.48 "
2022866,HC CATH/EP INJ SUPRVLV AORTGRAPY,Cardiology - Cardiac Cath Lab,"$8,132.80 "
2022867,HC CATH/EP INJ PULM ART HRT CATH,Cardiology - Cardiac Cath Lab,"$7,320.03 "
2022909,HC CATH/EP INSERT VENTRIC ASSIS DEV,Cardiology - Cardiac Cath Lab,"$11,417.15 "
2022910,HC CATH/EP PRIM ART MECH THROMBCTMY,Cardiology - Cardiac Cath Lab,"$14,920.37 "
2023027,HC CATH/EP IVUS ADDITIONAL VESSEL,Cardiology - Cardiac Cath Lab,"$4,879.16 "
2023033,HC CATH/EP IV DOPPLER; EA ADDTL VESSEL,Cardiology - Cardiac Cath Lab,"$5,339.95 "
2023084,HC TRANSCATH OCCLUSION CNS,Cardiology - Cardiac Cath Lab,"$9,758.40 "
2023096,HC INS CATH REN ART 1ST UNILAT,Cardiology - Cardiac Cath Lab,"$13,488.30 "
2023097,HC INS CATH REN ART 1ST BILAT,Cardiology - Cardiac Cath Lab,"$17,747.79 "
2023410,HC REMV&REPLC PM GEN DUAL LEAD,Cardiology - Cardiac Cath Lab,"$19,302.92 "
2023411,HC RMVL& REPLC PULSE GEN 1 LEAD,Cardiology - Cardiac Cath Lab,"$20,029.94 "
2023420,HC REMOVE&REPLACE PM GEN SINGL,Cardiology - Cardiac Cath Lab,"$18,531.12 "
2023421,HC REMV&REPLC PM GEN MULT LEADS,Cardiology - Cardiac Cath Lab,"$20,268.00 "
2023422,HC INSRT PULSE GEN W/DUAL LEADS,Cardiology - Cardiac Cath Lab,"$15,350.57 "
2023423,HC INSRT PULSE GEN W/MULT LEADS,Cardiology - Cardiac Cath Lab,"$15,350.57 "
2023424,HC RMVL & RPLCMT DFB GEN 2 LEAD,Cardiology - Cardiac Cath Lab,"$20,273.12 "
2023425,HC RMVL & RPLCMT DFB GEN MLT LD,Cardiology - Cardiac Cath Lab,"$22,070.17 "
2023589,HC REM IAB ASSIST DEVICE PERCUTANEOUS,Cardiology - Cardiac Cath Lab,$287.99 
2023590,HC PRIM ART M-THROMBECT ADD-ON,Cardiology - Cardiac Cath Lab,"$5,520.53 "
2024310,HC CATH/EP PLACE CATH THORACIC AORTA,Cardiology - Cardiac Cath Lab,"$6,692.86 "
2024311,HC CATH/EP PLACE CATH CAROTID/INOM ART,Cardiology - Cardiac Cath Lab,"$9,168.27 "
2024313,HC CATH/EP PLACE CATH CAROTD ART,Cardiology - Cardiac Cath Lab,"$11,276.36 "
2024314,HC CATH/EP PLACE CATH SUBCLAVIAN ART,Cardiology - Cardiac Cath Lab,"$9,993.84 "
2024323,HC PRQ CARD STENT W/ANGIO 1 VSL,Cardiology - Cardiac Cath Lab,"$22,336.40 "
2024324,HC PRQ CARD STENT/ATH/ANGIO,Cardiology - Cardiac Cath Lab,"$22,336.40 "
2024325,HC PRQ REVASC BYP GRAFT 1 VSL,Cardiology - Cardiac Cath Lab,"$22,336.40 "
2024326,HC PRQ CARD REVASC MI 1 VSL,Cardiology - Cardiac Cath Lab,"$22,336.40 "
2024327,HC PRQ CARD REVASC CHRONIC 1VSL,Cardiology - Cardiac Cath Lab,"$22,336.40 "
2024328,HC PRQ CARD STENT W/ANGIO ADDL,Cardiology - Cardiac Cath Lab,"$22,336.40 "
2024329,HC PRQ CARD STENT/ATH/ANGIO ADDL,Cardiology - Cardiac Cath Lab,"$22,336.40 "
2024330,HC PRQ REVASC BYP GRAFT ADDL,Cardiology - Cardiac Cath Lab,"$22,336.40 "
2024331,HC PRQ CARD REVASC CHRONIC ADDL,Cardiology - Cardiac Cath Lab,"$22,336.40 "
2024332,HC PRQ CARDIAC ANGIOPLAST 1 ART,Cardiology - Cardiac Cath Lab,"$15,411.88 "
2024333,HC PRQ CARD ANGIO/ATHRECT 1 ART,Cardiology - Cardiac Cath Lab,"$31,047.74 "
2024334,HC PRQ CARDIAC ANGIO ADDL ART,Cardiology - Cardiac Cath Lab,"$15,411.88 "
2024335,HC PRQ CARD ANGIO/ATHRECT ADDL,Cardiology - Cardiac Cath Lab,"$31,047.74 "
2024353,HC PERC DRUG-EL COR STENT SING,Cardiology - Cardiac Cath Lab,"$27,027.42 "
2024354,HC PERC DRUG-EL COR STENT BRAN,Cardiology - Cardiac Cath Lab,"$27,027.42 "
2024355,HC PERC D-E COR STENT ATHER S,Cardiology - Cardiac Cath Lab,"$27,027.42 "
2024356,HC PERC D-E COR STENT ATHER BR,Cardiology - Cardiac Cath Lab,"$27,027.42 "
2024357,HC PERC D-E COR REVASC T CABG S,Cardiology - Cardiac Cath Lab,"$27,027.42 "
2024359,HC PERC D-E COR REVASC W AMI S,Cardiology - Cardiac Cath Lab,"$27,027.42 "
2024360,HC PERC D-E COR REVASC CHRO SIN,Cardiology - Cardiac Cath Lab,"$27,027.42 "
2024361,HC PERC D-E COR REVASC CHRO ADD,Cardiology - Cardiac Cath Lab,"$27,027.42 "
2024623,HC PERQ CLSR TCAT L ATR APNDGE,Cardiology - Cardiac Cath Lab,"$28,777.11 "
2024807,HC OPEN/PERQ PLACE STENT 1ST,Cardiology - Cardiac Cath Lab,"$38,668.56 "
2024809,HC OPEN/PERQ PLACEMENT INTRAVASCULAR STENT SAME 1ST,Cardiology - Cardiac Cath Lab,"$34,371.45 "
2024836,HC INS/REP SUBQ DEFIBRILLATOR,Cardiology - Cardiac Cath Lab,"$146,352.54 "
2024841,HC RMVL OF SUBQ DEFIBRILLATOR,Cardiology - Cardiac Cath Lab,"$10,615.92 "
2024869,HC REPAIR TCAT MITRAL VALVE,Cardiology - Cardiac Cath Lab,"$2,986.12 "
2024870,HC REPAIR TCAT MITRAL VALVE,Cardiology - Cardiac Cath Lab,$302.06 
2025017,HC IMPLANTING PA SENSOR,Cardiology - Cardiac Cath Lab,"$20,114.41 "
2025075,HC ECMO/ECLS INITIATION VENOUS,Cardiology - Cardiac Cath Lab,"$10,605.67 "
2025076,HC ECMO/ECLS INITIATION ARTERY,Cardiology - Cardiac Cath Lab,"$10,605.67 "
2025077,HC ECMO/ECLS DAILY MGMT-VENOUS,Cardiology - Cardiac Cath Lab,"$10,817.77 "
2025078,HC ECMO/ECLS DAILY MGMT ARTERY,Cardiology - Cardiac Cath Lab,"$10,817.77 "
2025080,HC ECMO/ECLS INSJ PRPH CANNULA; PERCUTANEOUS 6 YRS & OLDER,Cardiology - Cardiac Cath Lab,"$4,253.27 "
2025081,HC ECMO/ECLS INSJ PRPH CANNULA; OPEN BIRTH - 5 YRS OLD,Cardiology - Cardiac Cath Lab,"$4,253.27 "
2025082,HC ECMO/ECLS INSJ PRPH CANNULA; OPEN 6 YRS & OLDER,Cardiology - Cardiac Cath Lab,"$4,253.27 "
2025083,HC ECMO/ECLS INSJ PRPH CANNULA; STERNOTOMY OR THORACOTOMY BIRTH - 5 YRS OLD,Cardiology - Cardiac Cath Lab,"$4,253.27 "
2025084,HC ECMO/ECLS INSJ PRPH CANNULA; STERNOTOMY OR THORACOTOMY 6 YRS & OLDER,Cardiology - Cardiac Cath Lab,"$4,253.27 "
2025158,HC ECMO/ECLS REPOS PERPH CNULA >6 YRS,Cardiology - Cardiac Cath Lab,"$4,253.27 "
2025163,HC ECMO/ECLS RMVL PERPH CANNULA BIRTH - 5YRS,Cardiology - Cardiac Cath Lab,"$4,253.27 "
2025164,HC ECMO/ECLS RMVL PERPH CANNULA > 6YRS,Cardiology - Cardiac Cath Lab,"$4,253.27 "
2025165,HC TCAT IMPL WRLS P-ART PRS SNR,Cardiology - Cardiac Cath Lab,"$50,470.84 "
2025182,HC ECMO/ECLS RMVL PERPH CANNULA BIRTH - 5YRS,Cardiology - Cardiac Cath Lab,"$4,253.27 "
2025183,HC ECMO/ECLS RMVL PERPH CANNULA >6 YRS,Cardiology - Cardiac Cath Lab,"$4,253.27 "
2025184,HC ECMO/ECLS RMVL CTR CANNULA BIRTH - 5YRS,Cardiology - Cardiac Cath Lab,"$4,253.27 "
2025185,HC ECMO/ECLS RMVL CTR CANNULA >6 YRS,Cardiology - Cardiac Cath Lab,"$4,253.27 "
2025255,HC INSERT VAD ARTERY ACCESS,Cardiology - Cardiac Cath Lab,"$25,740.05 "
2025256,HC REMOVE VAD DIFFERENT SESSION,Cardiology - Cardiac Cath Lab,"$25,740.05 "
2025257,HC REPOSITION VAD DIFF SESSION,Cardiology - Cardiac Cath Lab,"$25,740.05 "
2026279,HC TCAT INSJ/RPL PERM LDLS PM,Cardiology - Cardiac Cath Lab,"$57,185.55 "
2026280,HC TCAT RMVL PERM LDLS PM,Cardiology - Cardiac Cath Lab,"$9,837.96 "
2026281,HC INSJ SUBQ CAR RHYTHM MNTR,Cardiology - Cardiac Cath Lab,"$27,575.52 "
2026282,HC RMVL SUBQ CAR RHYTHM MNTR,Cardiology - Cardiac Cath Lab,"$2,265.54 "
2026390,HC PERQ TRANSCATH SEPTAL REDUXN,Cardiology - Cardiac Cath Lab,"$16,287.16 "
2026564,HC PERQ TRANSCATH CLS AORTIC,Cardiology - Cardiac Cath Lab,"$57,185.55 "
2026625,HC PERICARDIOCENTESIS W/IMAGING,Cardiology - Cardiac Cath Lab,"$6,280.50 "
2026626,HC PRCRD DRG 6YR+ W/O CGEN CAR,Cardiology - Cardiac Cath Lab,$742.00 
2026627,HC PRCRD DRG 0-5YR OR W/ANOMLY,Cardiology - Cardiac Cath Lab,$742.00 
2026965,HC REVASC INTRAVASC LITHOTRIPSY,Cardiology - Cardiac Cath Lab,"$18,004.98 "
2026966,HC REVASC INTRA LITHOTRIP-STENT,Cardiology - Cardiac Cath Lab,"$36,012.36 "
2026967,HC REVASC INTRA LITHOTRIP-ATHER,Cardiology - Cardiac Cath Lab,"$36,012.36 "
2022046,"HC TTE W/DOPPLER, COMPLETE",Cardiology - Echocardiology,"$3,475.45 "
2022048,"HC CATH/EP TTE, F-UP OR LMTD",Cardiology - Echocardiology,$911.32 
2022049,HC TEE R-T IMG 2D W/PRB IMG ACQUISJ I&R,Cardiology - Echocardiology,"$4,431.00 "
2022052,HC DOPPLER COLOR FLOW ADD-ON,Cardiology - Echocardiology,$813.09 
2022053,HC STRESS TTE ONLY,Cardiology - Echocardiology,"$2,680.22 "
2022409,"HC TTE W OR WO FOL WCON,DOPPLER",Cardiology - Echocardiology,"$3,475.45 "
2022731,HC FETAL CARDIOVASC 2-D FOLLOWUP US,Cardiology - Echocardiology,"$1,777.85 "
2022732,HC COMP FETAL DOPPLER ECHO,Cardiology - Echocardiology,$746.20 
2022733,HC LIMIT FETAL DOPPLER ECHOCARDIOGRAM,Cardiology - Echocardiology,$522.21 
2022773,HC TTE CONG ABN; COMPLETE,Cardiology - Echocardiology,"$2,799.43 "
2022774,HC TTE CONG ABN; LIMITED/F-UP,Cardiology - Echocardiology,"$1,893.04 "
2022775,HC TTE F-UP OR LMTD,Cardiology - Echocardiology,$956.89 
2022776,HC DOPPLER ECHO;LMITED F/UP,Cardiology - Echocardiology,$848.03 
2022777,HC STRESS TTE COMPLETE,Cardiology - Echocardiology,"$2,814.23 "
2022888,HC 2D TTE W OR W/O FOL W/CON FU,Cardiology - Echocardiology,"$1,669.50 "
2025133,HC ECHO TRANSESOPHAGEAL (TEE),Cardiology - Echocardiology,"$2,622.62 "
2025700,HC TEE CONGENITAL; INT & REP,Cardiology - Echocardiology,$464.81 
2026424,HC ECHO TRANSESOPHAGEAL IMAGE I&R ONLY,Cardiology - Echocardiology,"$3,602.38 "
2026783,HC MYOCRD STRAIN IMG SPCKL TRCK,Cardiology - Echocardiology,$455.66 
2022026,HC CARDIOVASCULAR STRESS TEST,Cardiology - Stress Test,"$1,804.91 "
2022687,HC CARD REHAB STRESS TEST,Cardiology - Stress Test,"$1,718.97 "
2020015,"HC DEBRIDE SKIN, FULL",Clinic,"$3,003.05 "
2022153,"HC RAPID DESENSITIZATION, EA HR",Clinic,$928.57 
2022304,HC WOUND(S) CARE NON-SELECTIVE,Clinic,$389.00 
2022305,HC NEG PRESS WOUND TX <=50 CM,Clinic,$480.00 
2022306,HC NEG PRESS WOUND TX >50 CM,Clinic,$596.00 
2022330,HC OFFICE OUTPT NEW 10 MIN,Clinic,$458.70 
2022331,HC OFFICE OUTPT NEW 10 MIN 25,Clinic,$458.70 
2022332,HC OFFICE OUTPT NEW 20 MINUTES,Clinic,$462.98 
2022333,HC OFFICE OUTPT NEW 20 MINUTES 25,Clinic,$462.98 
2022334,HC OFFICE OUTPT NEW 30 MIN,Clinic,$688.06 
2022335,HC OFFICE OUTPT NEW 30 MIN 25,Clinic,$688.06 
2022336,HC OFFICE OUTPT NEW 45 MIN,Clinic,$736.48 
2022337,HC OFFICE OUTPT NEW 45 MIN 25,Clinic,$736.48 
2022338,HC OFFICE OUTPT NEW 60 MIN,Clinic,"$1,236.50 "
2022339,HC OFFICE OUTPT NEW 60 MIN 25,Clinic,"$1,236.50 "
2022340,HC OFFICE O/P EST 5 MIN 25,Clinic,$406.00 
2022341,HC OFFICE O/P EST 5 MIN,Clinic,$406.00 
2022342,HC OFFICE OUTPT EST 10 MIN,Clinic,$419.00 
2022343,HC OFFICE OUTPT EST 10 MIN 25,Clinic,$418.82 
2022344,HC OFFICE OUTPT EST15 MIN,Clinic,$503.00 
2022345,HC OFFICE OUTPT EST15 MIN 25,Clinic,$502.87 
2022346,HC OFFICE OUTPT EST 25 MIN,Clinic,$734.00 
2022347,HC OFFICE OUTPT EST 25 MIN 25,Clinic,$733.64 
2022348,HC OFFICE OUTPT EST 40 MIN,Clinic,"$1,115.00 "
2022349,HC OFFICE OUTPT EST 40 MIN 25,Clinic,"$1,115.42 "
2022350,"HC PREV VISIT, NEW, AGE 18-39",Clinic,$183.90 
2022351,"HC PREV VISIT, NEW, AGE 40-64",Clinic,$183.39 
2022352,"HC PREV VISIT, EST, AGE 18-39",Clinic,"$1,396.70 "
2022353,"HC PREV VISIT, EST, AGE 40-64",Clinic,"$1,396.70 "
2022657,HC PT FOLLOWUP EVAL FOOT PT LOP,Clinic,$218.89 
2022787,"HC INIT PM E/M, NEW PT INF",Clinic,$183.39 
2022788,HC INIT PM E/M NEW PT 1-4YR,Clinic,$183.39 
2022789,HC PREV VISIT NEW AGE 5-11,Clinic,$183.39 
2022790,HC PREV VISIT NEW AGE 12-17,Clinic,$183.39 
2022791,HC PER PM REEVAL EST PT INF,Clinic,$624.28 
2022792,HC PREV VISIT EST AGE 1-4,Clinic,$624.28 
2022793,HC PREV VISIT EST AGE 5-11,Clinic,$624.28 
2022794,HC PREV VISIT EST AGE 12-17,Clinic,"$1,396.70 "
2022796,HC PREVENTIVE CONSLT IND 30 MIN,Clinic,$206.01 
2023132,HC GENETIC COUNSEL NEW PATIENT 30MIN,Clinic,$733.64 
2023133,HC GENETIC COUNSEL EST PATIENT 30MIN,Clinic,$733.64 
2023134,HC GENETIC COUNSEL NEW PATIENT 60MIN,Clinic,"$1,236.50 "
2023238,HC PROLONGED SERVICE OFFICE,Clinic,$710.01 
2023239,HC PER PM REEVAL EST PAT 65+ YR,Clinic,$624.28 
2025194,"HC PREV VISIT, NEW, AGE 65+",Clinic,$183.39 
2025441,HC VISUAL FIELD EXAMINATION(S),Clinic,$177.50 
2025443,HC INTERM EYE EXAM NEW PT,Clinic,$332.00 
2025444,HC EYE EXAM NEW PATIENT 1+ VISITS,Clinic,$332.06 
2025445,HC INTERM EYE EXAM EST PT,Clinic,$265.65 
2025446,HC EYE EXAM & TREATMENT 1+VISITS,Clinic,$265.65 
2025451,HC GONIOSCOPY,Clinic,$132.08 
2025475,HC DETERMINE REFRACTION,Clinic,$126.79 
2025478,HC VISUAL ACUITY SCREEN BILAT - QUAN,Clinic,$76.07 
2025656,HC FQHC MONITORING VST - ASYMPTOMATIC HIV DISEASE,Clinic,$265.65 
2025657,HC FQHC HIV COUNSELING VISIT (NO TESTING),Clinic,$265.65 
2025658,HC FQHC HIV COUNSELING AND TESTING VISIT,Clinic,$265.65 
2025659,HC FQHC POST-TEST HIV COUNSELING VISIT - POSITIVE RESULTS,Clinic,$265.65 
2025688,HC FQHC OFFSITE BILLING,Clinic,$253.00 
2025724,HC TRANS CARE MGMT 14 DAY DISCH,Clinic,$436.33 
2025725,HC TRANS CARE MGMT 7 DAY DISCH,Clinic,$436.33 
2025770,HC OFFICE CONSULTATION 60 MIN,Clinic,$733.64 
2025785,HC CAREGIVER HEALTH RISK ASSMT,Clinic,$93.45 
2025859,HC ADVNCD CARE PLAN 30 MIN,Clinic,$629.31 
2025860,HC ADVNCD CARE PLAN ADDL 30 MIN,Clinic,$590.75 
2025872,HC NEG PRESS WND TX <=50 SQ CM,Clinic,"$1,149.18 "
2025907,HC FUNDUS PHOTOGRAPHY,Clinic,$370.57 
2025961,HC TELEHEALTH OFFICE OUTPT EST 10 MIN,Clinic,$418.82 
2025962,HC TELEHEALTH OFFICE OUTPT EST 15 MIN,Clinic,$502.87 
2025963,HC TELEHEALTH OFFICE OUTPT EST 25 MIN,Clinic,$733.64 
2025964,HC TELEHEALTH OFFICE OUTPT EST 40 MIN,Clinic,"$1,115.42 "
2026013,HC SLIT LAMP PHOTOGRAPHY (EXT),Clinic,$196.86 
2026128,HC OCULAR INSTRUMNT SCREEN BIL,Clinic,$69.00 
2026172,HC FIT GLASSES; MONOFOCAL,Clinic,$396.30 
2026174,HC FIT GLASSES; MULTIFOCAL,Clinic,$562.14 
2026179,HC INIT PM E/M NEW PAT INF <1 YR 25,Clinic,$183.39 
2026180,HC INIT PM E/M NEW PAT 1-4 YRS 25,Clinic,$183.39 
2026181,HC PREV VISIT NEW AGE 5-11 25,Clinic,$183.39 
2026182,HC PREV VISIT NEW AGE 12-17 25,Clinic,$183.39 
2026183,HC PREV VISIT NEW AGE 18-39 25,Clinic,$183.39 
2026184,HC PREV VISIT NEW AGE 40-64 25,Clinic,$183.39 
2026185,HC INIT PM E/M NEW PAT 65+ YRS 25,Clinic,$183.39 
2026186,HC PER PM REEVAL EST PAT INF <1 YR 25,Clinic,$624.28 
2026187,HC PREV VISIT EST AGE 1-4 25,Clinic,$624.28 
2026188,HC PREV VISIT EST AGE 5-11 25,Clinic,$624.28 
2026189,HC PREV VISIT EST AGE 12-17 25,Clinic,$624.28 
2026190,HC PREV VISIT EST AGE 18-39 25,Clinic,$624.28 
2026191,HC PREV VISIT EST AGE 40-64 25,Clinic,$624.28 
2026192,HC PER PM REEVAL EST PAT 65+ YR 25,Clinic,$624.28 
2026231,HC SUBSEQUENT HOSPITAL CARE 15,Clinic,$133.77 
2026249,HC OCULAR INSTRUMNT SCREEN BIL,Clinic,$69.00 
2026356,HC OFFICE CONSULTATION 30 MIN,Clinic,$418.82 
2026357,HC OFFICE CONSULTATION 40 MIN,Clinic,$502.87 
2026489,HC PHARMACY (ONLY) - CDTM AMBULATORY SERVICES,Clinic,$165.00 
2026798,HC FQHC PHONE E/M PHYS/QHP 5-10 MIN,Clinic,$406.00 
2026799,HC FQHC PHONE E/M PHYS/QHP 11-20 MIN,Clinic,$406.00 
2026800,HC FQHC PHONE E/M PHYS/QHP 21-30 MIN,Clinic,$406.00 
2026938,"HC CLINIC VISIT SPEC COLLEC COVID-19, ANY SPEC SOURCE",Clinic,$83.55 
D000120,HC PERIODIC ORAL EVALUATION - ESTABL,Clinic - Dental,$129.60 
D000140,HC LIMITED ORAL EVALUATION - PROBLEM,Clinic - Dental,$162.00 
D000145,HC ORAL EVALUATION FOR A PATIENT UND,Clinic - Dental,$140.40 
D000150,HC COMPREHENSIVE ORAL EVALUATION - N,Clinic - Dental,$183.60 
D000160,HC DETAILED AND EXTENSIVE ORAL EVALU,Clinic - Dental,$259.20 
D000170,"HC RE-EVALUATION - LIMITED, PROBLEM",Clinic - Dental,$162.00 
D000171,HC RE-EVALUATION ? POST-OPERATIVE OFFICE VISIT,Clinic - Dental,$150.00 
D000180,HC COMPREHENSIVE PERIODONTAL EVALUAT,Clinic - Dental,$185.76 
D000190,HC SCREENING OF A PATIENT,Clinic - Dental,$0.00 
D000191,HC DENTAL ASSESSMENT OF A PATIENT,Clinic - Dental,$0.00 
D000210,HC INTRAORAL - COMPLETE SERIES (INCL,Clinic - Dental,$280.80 
D000220,HC INTRAORAL - PERIAPICAL FIRST FILM,Clinic - Dental,$64.80 
D000230,HC INTRAORAL - PERIAPICAL EACH ADDIT,Clinic - Dental,$54.00 
D000240,HC INTRAORAL - OCCLUSAL FILM,Clinic - Dental,$86.40 
D000250,HC EXTRAORAL - FIRST FILM,Clinic - Dental,$97.20 
D000251,HC EXTRA-ORAL POSTERIOR DENTAL RADIOGRAPHIC IMAGE,Clinic - Dental,$0.00 
D000270,HC BITEWING - SINGLE FILM,Clinic - Dental,$64.80 
D000272,HC BITEWINGS - TWO FILMS,Clinic - Dental,$97.20 
D000273,HC BITEWINGS - THREE FILMS,Clinic - Dental,$118.80 
D000274,HC BITEWINGS - FOUR FILMS,Clinic - Dental,$140.40 
D000321,HC OTHER TEMPOROMANDIBULAR JOINT FIL,Clinic - Dental,$406.08 
D000330,HC PANORAMIC FILM,Clinic - Dental,$248.40 
D000340,HC CEPHALOMETRIC FILM,Clinic - Dental,$246.24 
D000350,HC ORAL/FACIAL PHOTOGRAPHIC IMAGES,Clinic - Dental,$140.40 
D000364,HC CONE BEAM INTERP LIMITED VIEW,Clinic - Dental,$486.00 
D000365,HC CONE BEAM INTERP FULL ARCH MAND,Clinic - Dental,$583.20 
D000366,HC CONE BEAM INTERP FULL ARCH MAX,Clinic - Dental,$583.20 
D000367,HC CONE BEAM INTERP BOTH JAWS,Clinic - Dental,$702.00 
D000368,HC CONE BEAM INTERP TMJ SERIES,Clinic - Dental,$702.00 
D000380,HC CONE BEAM CT IMAG-LIMITED FIEL,Clinic - Dental,$0.00 
D000381,HC CONE BEAM FULL ARCH MAND,Clinic - Dental,$0.00 
D000382,HC CONE BEAM FULL ARCH MAX,Clinic - Dental,$0.00 
D000384,HC CONE BEAM TMJ SERIES,Clinic - Dental,$0.00 
D000415,HC COLLECTION OF MICROORGANISMS FOR,Clinic - Dental,$237.60 
D000422,HC COLLECTION AND PREPARATION OF GENETIC SAMPLE MATERIAL FOR LABORATORY ANALYSIS AND REPORT,Clinic - Dental,$540.00 
D000460,HC PULP VITALITY TESTS,Clinic - Dental,$75.60 
D000470,HC DIAGNOSTIC CASTS,Clinic - Dental,$213.84 
D000601,"HC CARIES RISK ASSESSMENT AND DOCUMENTATION, WITH A FINDING OF LOW RISK",Clinic - Dental,$0.00 
D000602,"HC CARIES RISK ASSESSMENT AND DOCUMENTATION, WITH A FINDING OF MODERATE RISK",Clinic - Dental,$0.00 
D000603,"HC CARIES RISK ASSESSMENT AND DOCUMENTATION, WITH A FINDING OF HIGH RISK",Clinic - Dental,$0.00 
D001000,HC DENTAL CLINIC VISIT,Clinic - Dental,$196.00 
D001110,HC PROPHYLAXIS - ADULT,Clinic - Dental,$194.40 
D001120,HC PROPHYLAXIS - CHILD,Clinic - Dental,$162.00 
D001206,"HC TOPICAL FLUORIDE VARNISH, THERAPE",Clinic - Dental,$129.60 
D001208,HC TOPICAL APPLICATION OF FLUORIDE,Clinic - Dental,$86.40 
D001310,HC NUTRITIONAL COUNSELING FOR CONTRO,Clinic - Dental,$108.00 
D001330,HC ORAL HYGIENE INSTRUCTIONS,Clinic - Dental,$108.00 
D001351,HC SEALANT - PER TOOTH,Clinic - Dental,$129.60 
D001352,HC PREVENTIVE RESIN RESTORATION,Clinic - Dental,$0.00 
D001353,HC SEALANT REPAIR ? PER TOOTH,Clinic - Dental,$108.00 
D001354,HC INTERIM CARIES ARRESTING MEDICAMENT APPLICATION,Clinic - Dental,$129.60 
D001510,HC SPACE MAINTAINER - FIXED - UNILAT,Clinic - Dental,$589.68 
D001516,"HC FIXED BILAT SPACE MAINT, MAX",Clinic - Dental,"$1,080.00 "
D001517,"HC FIXED BILAT SPACE MAINT, MAN",Clinic - Dental,"$1,080.00 "
D001520,HC SPACE MAINTAINER - REMOVABLE - UN,Clinic - Dental,$637.20 
D001526,"HC REMOVE BILAT SPACE MAIN, MAX",Clinic - Dental,"$1,080.00 "
D001527,"HC REMOVE BILAT SPACE MAIN, MAN",Clinic - Dental,"$1,080.00 "
D001999,"HC UNSPECIFIED PREVENTIVE PROCEDURE, BY REPORT",Clinic - Dental,$250.00 
D002140,"HC AMALGAM - ONE SURFACE, PRIMARY OR",Clinic - Dental,$302.40 
D002150,"HC AMALGAM - TWO SURFACES, PRIMARY O",Clinic - Dental,$302.40 
D002160,"HC AMALGAM - THREE SURFACES, PRIMARY",Clinic - Dental,$378.00 
D002161,"HC AMALGAM - FOUR OR MORE SURFACES,",Clinic - Dental,$475.20 
D002330,HC RESIN-BASED COMPOSITE - ONE SURFA,Clinic - Dental,$304.56 
D002331,HC RESIN-BASED COMPOSITE - TWO SURFA,Clinic - Dental,$406.08 
D002332,HC RESIN-BASED COMPOSITE - THREE SUR,Clinic - Dental,$498.96 
D002335,HC RESIN-BASED COMPOSITE - FOUR OR M,Clinic - Dental,$628.56 
D002390,"HC RESIN-BASED COMPOSITE CROWN, ANTE",Clinic - Dental,$680.40 
